"With the Name of Allah, the All-Merciful, the Most Merciful",بسم الله الرحمن الرحيم
"Likewise in the hadith of Abu Hurayrah (radiyAllahu anhu) which has been mentioned at the start of this chapter. There are two issues here: One of them: Making wudu properly (;isbdgh), which means to complete the wudu and the water must reach every places that are legally set [in the religion].","وكذا في حديث أبي هريرة المبدوء بذكره في هذا الفصل، فها هنا أمران: أحدهما: إسباغ الوضوء، وهو إتمامه وإبلاغه مواضعه الشرعية كالثوب السابغ المُغطي للبدن كله،"
"As reported in the Musnad of Al-Bazzaar from Uthman (radiyAllahu 'anhu) [in marfuu form] directly from the Prophet (PBUH) who said: “Whoever does wudu and does it properly his past and future sins are forgiven.” The chain of narration is acceptable, and it is reported by Ibn Abii Asim from another chain also from Uthman (radiyAllahu 'anhu).","وفي مسند الزّار عن عثمان مرفوعاً: "" من توضأ فأسبغ الوضوء غُفر له ما تقدم من ذنبه وما تأخر "". وإسناده لا بأس به، وأخرجه ابن عاصم من وجهٍ آخر عن عثمان.
"
Reported by Nasal and Ibn Maajah from the hadith of Abu Malik Al-'Ashari (radiyAllahu 'anhu) from Prophet (PBUH) who said: “Making wudu properly is half of faith.” [Reported by Muslim with the wording: “Purification is half of faith.’’],"وخرج النسائي وابن ماجة من حديث أبي مالك الأشعري عن النبي قال: "" إسباغ الوضوء شطر الإيمان ""، وخرجه مسلم، ولفظه: "" الطهور شطر الإيمان "".
"
"The second: That the completeness (of wudu) in difficult conditions. The meaning of this refers to a situation where the person dislikes making wudu, due to befalling of calamities which makes a person despair, so being preoccupied away from that with patience, to perform the wudu and the prayer {salad) is a sign of faith, ","وثانيهما: أن يكون إسباغه على الكريهات، والمراد أن يكون على حالةٍ تكره النفس فيها الوضوء، وقد فسر بحال نزول المصائب فإن النفس حينئذ تطلب الجزع فالاشتغال عنه بالصبر والمبادرة إلى الوضوء والصلاة من علامة الإيمان"
"as Allah says: “Seek help in patience and in the prayer, it is difficult except for those that are devout.” [al-Baqarah (2): 45] And the statement of the Most High: “O you who believe! seek help in patience and prayer. Indeed, Allah is with those that have patience.” [al-Baqarah (2): 153]","كما قال عز وجل: (استعينوا بالصبر والصلاة وإنَّها لكبيرةٌ إلا على الخاشعين) وقال تعالى (يا أيُّها الذين آمنوا استعينوا بالصبرِ والصلاةِ إن الله مع الصابرين)،"
"The wuduu is the key to the prayer, and the heat of the heart that emanates from the pain of calamities is extinguished, like the one who becomes enraged is ordered to extinguish his rage by making wuduu.
","والوضوء مفتاح الصلاة، وقد يطفأ به حرارة القلب الناشئة عن ألم المصائب، كما يؤمر من غضب بإطفاء غضبه بالوضوء.
"
"The disliked places is also explained as severe cold, which is something that the hadith of Mu'aadh (radiyAlllahu anhu) testifies to “Making wudu in severely cold conditions [sabrah—being severe cold]”. No doubt that making wudu in the cold is difficult for the soul and painful.","وفسرت الكريهات بالبرد الشديد، ويشهد له أن في بعض روايات حديث معاذ: "" *** إسباغ الوضوء على السبرات ""، والسبرة: شدة البرد، ولا ريب أن إسباغ الوضوء في شدة البرد يشق على النفس وتتألم به،"
"Anything that causes pain to the soul and is difficult, is an expiation of sins. In some cases the person may not be the cause of it, such as illness that may effect a person, which many texts indicate.","وكل ما يؤلم النفس ويشق عليها فإنه كفارة للذنوب وإن لم يكن للإنسان فيه صنع ولا تسبب كالمرض ونحوه كما دلت النصوص الكثيرة على ذلك.
"
"As for the pain that comes about because of an action that is in obedience to Allah, then the person will be rewarded, and his rank will be raised. As is the pain felt by the one striving in the way of Allah, the Most High.","وأما إن كان ناشئاً عن فعل هو طاعة لله فإنه يكتب لصاحبه به أجر، وترفع به درجاته كالألم الحاصل للمجاهد في سبيل الله تعالى،"
"As Allah, the Most High says: “That is because no thirst or fatigue or hunger will afflict them in the cause of Allah, nor do they take a single step to infuriate the unbelievers, nor do they secure any gain from the enemy or take something from them, except it is written for them as a good deed. Surely, Allah does not waste the reward of the doers of good.” [al-Tawbah (9): 120]","قال الله عز وجل: (ذلك بأنَّهم لا يُصيبُهُم ظَمأٌ ولا نَصَبٌ ولا مَخْمَصَةٌ في سبيل الله ولا يَطئُون مَوطِئاً يَغيظُ الكُفّارَ ولا يَنالون من عدوٍّ نَيلاً إلا كُتِبَ لهم به عملٌ صالحٌ إنَّ الله لا يُضِيعُ أجرَ المحسنين)،"
"Likewise pain hunger and thirst which the fasting person gets, is the same as making ablution in the cold. Patience must be resorted in order to overcome such pain, and if pleasure is obtained then that is a special station of those that know and have love.","وكذلك ألم الجوع والعطش الذي يحصل للصائم، فكذا التألم بإسباغ الوضوء في البرد. ويجب الصبر على الألم بذلك، فإن حصل به رضىً فذلك مقام خواص العارفين المحبين،"
"This pleasure only comes to fruition if the following issues are observed: The first of them: is to remember the virtue of ablution and how it removes sins, raises the ranks and gaining the whiteness (purity) from it; and the adornment in paradise covering a person where the water of wudu reached.","وينشأ الرضى بذلك عن ملاحظة أمور: أحدها: تذكر فضل الوضوء من حطّه الخطايا، ورفعه للدرجات وحصول الغرّة والتحجيل به، وبلوغ الحلية في الجنة إلى حيث يبلغ،"
"In this way one of the pious women of the past humbled herself in order to find (this pleasure). After braking her finger nail she smiled and said: ""The sweetness of the reward made me forget the bitterness of the pain.’ One of the people who had knowledge said: ""Whoever does not know the reward of the actions, then all actions will become difficult for him, in all circumstances?","وهذا كما انكسر ظفر بعض الصالحات من عثرةٍ عثرتها فضحكت وقالت: أنساني حلاوة ثوابه مرارة وجعه. وقال بعض العارفين: من لم يعرف ثواب الأعمال ثقلت عليه في جميع الأحوال.
"
